,id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,city,zipcode,market,smart_location,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,len_name,len_host_about,len_summary,len_description,len_neighborhood_overview,len_transit,count_amenities,count_host_verifications,amenities_wireless internet,amenities_heating,amenities_kitchen,amenities_smoke detector,amenities_essentials,amenities_dryer,amenities_washer,amenities_internet,amenities_shampoo,amenities_tv,amenities_carbon monoxide detector,amenities_fire extinguisher,amenities_free parking on premises,amenities_family/kid friendly,amenities_first aid kit,amenities_cable tv,amenities_indoor fireplace,amenities_pets live on this property,amenities_hangers,amenities_elevator in building,amenities_hair dryer,amenities_laptop friendly workspace,amenities_iron,amenities_safety card,amenities_air conditioning,amenities_24-hour check-in,amenities_buzzer/wireless intercom,amenities_dog(s),amenities_pets allowed,amenities_gym,amenities_cat(s),amenities_hot tub,amenities_wheelchair accessible,amenities_breakfast,amenities_suitable for events,amenities_pool,amenities_lock on bedroom door,amenities_doorman,amenities_smoking allowed,amenities_other pet(s),amenities_washer / dryer
1915,6438013,708,"Seattle, Washington, United States",within an hour,100.0,100.0,0,Interbay,1.0,1,1,Interbay,Seattle,98119,Seattle,"Seattle, WA",1,Loft,Entire home/apt,2,1.0,1.0,1.0,Real Bed,69.0,21.0,1,0.0,1,1 month to 2 months,yesterday,28,55,85,351,3,2015-12-13,93.0,10.0,10.0,10.0,10.0,9.0,10.0,1,moderate,0,0,1,3.0,19,655.0,295.0,1000,1000.0,358.0,25,7,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1916,10309898,430,"Surprise, Arizona, United States",,,,0,,1.0,1,1,Interbay,Seattle,98119,Seattle,"Seattle, WA",0,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,250.0,,1,0.0,2,1 Week or less,never,30,60,90,365,0,,,,,,,,,0,moderate,0,0,1,,14,1142.0,315.0,1000,72.0,166.0,17,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0
1917,2134911,669,"Seattle, Washington, United States",within an hour,100.0,,0,Queen Anne,3.0,1,1,Interbay,Seattle,,Seattle,"Seattle, WA",1,Boat,Private room,1,1.0,1.0,1.0,Real Bed,95.0,20.0,1,0.0,2,2 weeks to 1 month,3 months ago,30,60,90,365,5,2014-06-25,92.0,9.0,9.0,7.0,9.0,8.0,10.0,0,strict,1,1,2,0.27,35,1735.0,246.0,1000,69.0,77.0,11,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918,5002964,923,"Seattle, Washington, United States",within a day,100.0,100.0,0,Interbay,1.0,1,1,Interbay,Seattle,98119,Seattle,"Seattle, WA",1,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,50.0,,1,0.0,1,1 Week or less,4 weeks ago,30,60,90,365,1,2015-12-07,80.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,0,0,1,1.0,32,82.0,239.0,773,126.0,89.0,24,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1919,6780615,1035,"Seattle, Washington, United States",within an hour,98.0,100.0,1,Queen Anne,6.0,1,1,Interbay,Seattle,98199,Seattle,"Seattle, WA",1,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,150.0,40.0,2,0.0,2,1 month to 2 months,today,1,31,61,336,12,2015-07-13,97.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict,1,1,6,2.05,24,74.0,120.0,1000,341.0,133.0,17,6,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1920,2586642,1359,"Seattle, Washington, United States",within an hour,100.0,,0,Queen Anne,2.0,1,1,Interbay,Seattle,98119,Seattle,"Seattle, WA",1,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,150.0,75.0,2,15.0,2,1 month to 2 months,3 weeks ago,30,60,90,365,22,2014-06-09,89.0,9.0,9.0,10.0,9.0,8.0,9.0,0,strict,0,0,1,1.15,30,354.0,217.0,1000,574.0,290.0,16,5,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,9490093,439,"Seattle, Washington, United States",within a day,100.0,100.0,0,Interbay,1.0,1,1,Interbay,Seattle,98199,Seattle,"Seattle, WA",1,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,150.0,,1,0.0,1,1 month to 2 months,5 days ago,30,60,89,89,0,,,,,,,,,0,moderate,0,0,1,,35,0.0,213.0,1000,170.0,129.0,19,5,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,1815472,937,"Seattle, Washington, United States",within a few hours,99.0,100.0,0,Central Business District,7.0,1,1,Industrial District,Seattle,98104,Seattle,"Seattle, WA",1,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,150.0,,1,0.0,1,1 month to 2 months,yesterday,9,29,56,320,75,2013-12-22,89.0,9.0,9.0,9.0,9.0,8.0,9.0,0,strict,0,0,6,3.02,35,99.0,244.0,1000,229.0,204.0,10,5,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,8566475,250,"Seattle, Washington, United States",within an hour,100.0,100.0,0,,1.0,1,0,Industrial District,Seattle,98108,Seattle,"Seattle, WA",0,Loft,Shared room,4,1.0,1.0,1.0,Real Bed,25.0,,1,15.0,1,1 Week or less,7 weeks ago,10,40,70,345,0,,,,,,,,,0,flexible,0,0,1,,35,263.0,247.0,1000,456.0,205.0,6,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1924,10205366,265,"Seattle, Washington, United States",,,,0,Industrial District,1.0,1,1,Industrial District,Seattle,98134,Seattle,"Seattle, WA",1,Camper/RV,Entire home/apt,4,0.0,0.0,2.0,Real Bed,265.0,,1,0.0,1,1 month to 2 months,a week ago,0,0,0,126,0,,,,,,,,,0,strict,0,0,1,,28,0.0,233.0,592,0.0,0.0,5,5,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1925,2919571,1137,"Seattle, Washington, United States",within a day,100.0,,0,Industrial District,1.0,1,1,Industrial District,Seattle,98134,Seattle,"Seattle, WA",1,Loft,Entire home/apt,4,1.0,2.0,3.0,Real Bed,320.0,,3,40.0,3,1 month to 2 months,6 months ago,30,60,90,365,2,2014-09-03,90.0,10.0,10.0,10.0,10.0,9.0,10.0,0,moderate,0,0,1,0.12,31,77.0,230.0,1000,118.0,131.0,14,5,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1926,1484651,824,"Seattle, Washington, United States",within a few hours,100.0,100.0,0,Industrial District,1.0,1,0,Industrial District,Seattle,98134,Seattle,"Seattle, WA",1,Other,Private room,4,2.5,1.0,2.0,Real Bed,150.0,,3,0.0,1,1 month to 2 months,3 weeks ago,30,56,85,360,49,2013-11-04,93.0,9.0,9.0,10.0,10.0,8.0,9.0,0,flexible,0,0,1,1.86,31,663.0,236.0,1000,401.0,295.0,13,4,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,6327506,651,"Seattle, Washington, United States",within an hour,100.0,100.0,1,North Beacon Hill,1.0,1,1,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",1,Townhouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,65.0,30.0,1,0.0,3,1 Week or less,today,2,23,53,139,33,2015-06-19,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0,moderate,0,0,1,4.95,35,407.0,228.0,1000,422.0,528.0,17,6,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1928,3544964,533,"Seattle, Washington, United States",within an hour,100.0,100.0,1,Holly Park,2.0,1,1,Mid-Beacon Hill,Seattle,98118,Seattle,"Seattle, WA",1,House,Private room,2,1.0,1.0,1.0,Real Bed,45.0,,1,20.0,1,1 month to 2 months,a week ago,30,60,90,365,28,2014-07-25,94.0,10.0,10.0,10.0,10.0,8.0,9.0,1,strict,0,0,2,1.59,31,361.0,411.0,1000,484.0,478.0,10,5,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1929,7763298,495,"Seattle, Washington, United States",within an hour,94.0,100.0,0,,5.0,1,1,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",0,House,Private room,4,1.0,1.0,2.0,Real Bed,80.0,,1,0.0,2,1 month to 2 months,2 weeks ago,24,54,84,357,20,2015-08-13,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,moderate,0,0,5,4.14,35,0.0,94.0,94,69.0,69.0,14,6,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,5873892,482,"Seattle, Washington, United States",within an hour,94.0,100.0,0,,5.0,1,1,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",0,House,Private room,2,1.0,1.0,1.0,Real Bed,50.0,,1,0.0,2,1 month to 2 months,yesterday,27,57,87,176,36,2015-05-10,89.0,10.0,9.0,9.0,9.0,9.0,9.0,0,moderate,0,0,5,4.5,31,0.0,53.0,53,0.0,59.0,15,6,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,41401,1827,"Seattle, Washington, United States",within a day,86.0,100.0,0,North Beacon Hill,1.0,1,1,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",1,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,89.0,,2,15.0,10,1 month to 2 months,2 weeks ago,2,32,62,337,26,2010-08-26,96.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict,1,1,1,0.4,35,4075.0,0.0,1000,0.0,0.0,11,4,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,6646985,586,"Seattle, Washington, United States",within an hour,100.0,100.0,0,North Beacon Hill,5.0,1,1,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",0,House,Private room,1,2.0,1.0,1.0,Real Bed,35.0,10.0,0,0.0,1,1 month to 2 months,4 weeks ago,11,34,64,335,49,2015-06-07,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0,moderate,0,0,5,6.93,35,69.0,248.0,944,0.0,238.0,10,6,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,3582883,573,"Seattle, Washington, United States",within an hour,100.0,100.0,0,North Beacon Hill,5.0,1,1,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",1,House,Private room,2,2.0,1.0,1.0,Real Bed,55.0,10.0,1,0.0,1,1 month to 2 months,3 weeks ago,27,57,87,358,93,2014-07-26,91.0,10.0,9.0,10.0,9.0,9.0,9.0,0,moderate,0,0,5,5.28,31,69.0,243.0,777,0.0,208.0,11,6,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1934,6939472,587,"Seattle, Washington, United States",within an hour,100.0,100.0,0,North Beacon Hill,5.0,1,1,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",0,House,Private room,1,2.0,1.0,1.0,Real Bed,35.0,10.0,0,0.0,1,1 month to 2 months,4 weeks ago,18,40,65,340,44,2015-06-28,93.0,10.0,10.0,10.0,9.0,9.0,10.0,0,moderate,0,0,5,6.91,28,69.0,191.0,673,0.0,129.0,9,6,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,4518037,670,"Seattle, Washington, United States",within an hour,100.0,100.0,0,North Beacon Hill,2.0,1,1,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",1,House,Private room,1,1.0,1.0,1.0,Real Bed,35.0,,1,0.0,2,1 month to 2 months,today,24,24,24,288,34,2014-11-17,94.0,10.0,10.0,10.0,10.0,9.0,10.0,0,moderate,0,0,2,2.46,35,487.0,239.0,1000,142.0,60.0,14,7,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,3951768,1536,"Seattle, Washington, United States",within an hour,100.0,100.0,0,North Beacon Hill,3.0,1,1,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",1,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,58.0,15.0,2,5.0,2,1 month to 2 months,3 weeks ago,1,31,61,61,37,2014-09-01,89.0,9.0,9.0,9.0,10.0,8.0,9.0,0,moderate,0,0,1,2.26,25,285.0,216.0,1000,259.0,82.0,15,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1937,7007598,285,"Seattle, Washington, United States",within a day,100.0,100.0,0,North Beacon Hill,1.0,1,1,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",1,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,170.0,125.0,1,0.0,2,1 month to 2 months,2 months ago,4,4,4,8,5,2015-07-27,92.0,9.0,10.0,10.0,10.0,8.0,10.0,0,strict,0,0,1,0.93,33,0.0,38.0,1000,433.0,308.0,12,5,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1938,7800238,141,"Seattle, Washington, United States",within an hour,100.0,100.0,0,North Beacon Hill,1.0,1,1,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",1,Cabin,Entire home/apt,2,1.0,1.0,1.0,Real Bed,85.0,,1,0.0,2,1 month to 2 months,4 days ago,8,34,62,320,18,2015-10-19,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible,0,0,1,6.92,34,322.0,249.0,1000,221.0,278.0,22,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1939,4581256,437,"Seattle, Washington, United States",within an hour,94.0,100.0,0,,5.0,1,1,Mid-Beacon Hill,西雅图,98108,Seattle,"西雅图, WA",0,House,Private room,1,1.0,1.0,1.0,Real Bed,38.0,,1,0.0,2,1 month to 2 months,3 weeks ago,22,52,82,171,27,2014-12-16,89.0,10.0,10.0,9.0,9.0,9.0,9.0,0,moderate,0,0,5,2.1,30,0.0,142.0,471,23.0,69.0,12,6,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1940,4163851,853,"Seattle, Washington, United States",within a few hours,100.0,100.0,0,North Beacon Hill,1.0,1,0,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",1,House,Entire home/apt,3,2.5,2.0,2.0,Real Bed,104.0,75.0,2,10.0,3,1 month to 2 months,2 weeks ago,23,53,83,358,19,2014-09-30,93.0,10.0,10.0,10.0,9.0,8.0,9.0,0,flexible,0,0,1,1.23,20,371.0,250.0,1000,538.0,110.0,16,3,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,479653,1315,"Seattle, Washington, United States",within an hour,100.0,100.0,0,North Beacon Hill,1.0,1,1,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",1,House,Entire home/apt,10,2.0,4.0,7.0,Real Bed,150.0,175.0,6,25.0,3,1 month to 2 months,today,9,9,9,226,59,2012-08-01,93.0,10.0,9.0,10.0,10.0,9.0,10.0,1,moderate,1,1,1,1.41,35,1279.0,72.0,1000,520.0,371.0,19,5,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,6647442,586,"Seattle, Washington, United States",within an hour,100.0,100.0,0,North Beacon Hill,5.0,1,1,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",0,House,Private room,2,2.0,1.0,1.0,Real Bed,55.0,10.0,0,0.0,1,1 month to 2 months,yesterday,25,52,82,357,41,2015-06-21,93.0,9.0,10.0,10.0,9.0,9.0,9.0,0,moderate,0,0,5,6.21,33,69.0,246.0,769,0.0,0.0,6,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1943,7247518,78,US,within a day,100.0,100.0,0,North Beacon Hill,2.0,1,1,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",1,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,130.0,60.0,1,25.0,3,1 month to 2 months,3 months ago,30,60,90,365,4,2015-07-18,95.0,10.0,10.0,10.0,10.0,9.0,10.0,0,flexible,0,0,1,0.7,26,0.0,185.0,1000,452.0,200.0,13,4,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,6831239,408,"Seattle, Washington, United States",within an hour,94.0,100.0,0,,5.0,1,1,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",0,House,Private room,1,1.0,1.0,1.0,Real Bed,38.0,,1,0.0,2,1 month to 2 months,yesterday,26,56,86,173,9,2015-08-15,91.0,9.0,10.0,9.0,9.0,9.0,10.0,0,moderate,0,0,5,1.89,35,0.0,31.0,234,0.0,51.0,16,6,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945,108765,1634,"Seattle, Washington, United States",within an hour,100.0,100.0,1,North Beacon Hill,1.0,1,1,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",1,Cabin,Entire home/apt,2,1.0,1.0,1.0,Real Bed,122.0,,1,0.0,2,2 weeks to 1 month,2 weeks ago,30,60,90,350,35,2011-06-19,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict,0,0,1,0.63,31,200.0,439.0,1000,164.0,257.0,12,7,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1946,8174943,24,US,within a day,67.0,100.0,0,North Beacon Hill,1.0,1,0,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",1,House,Private room,2,1.0,1.0,1.0,Real Bed,55.0,,1,0.0,2,1 Week or less,2 months ago,30,60,90,365,4,2015-09-07,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,0,0,1,1.0,34,0.0,206.0,558,0.0,189.0,12,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1947,6360895,1216,"Seattle, Washington, United States",within a day,100.0,100.0,1,North Beacon Hill,1.0,1,1,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",1,Apartment,Entire home/apt,6,1.0,3.0,3.0,Real Bed,109.0,,4,15.0,2,1 month to 2 months,yesterday,17,42,68,68,29,2015-06-07,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,moderate,0,0,1,4.1,31,443.0,224.0,1000,935.0,299.0,15,5,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,6363765,940,"Seattle, Washington, United States",within a few hours,97.0,100.0,0,Queen Anne,9.0,1,1,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",1,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,199.0,100.0,1,0.0,1,1 month to 2 months,today,2,32,62,151,21,2015-05-24,88.0,9.0,9.0,9.0,9.0,9.0,9.0,1,strict,0,0,8,2.79,34,210.0,249.0,1000,251.0,151.0,19,6,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1949,6183330,223,"Seattle, Washington, United States",within an hour,100.0,100.0,0,North Beacon Hill,1.0,1,0,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",1,Cabin,Entire home/apt,4,1.0,1.0,2.0,Real Bed,100.0,50.0,1,0.0,2,1 month to 2 months,2 weeks ago,18,48,78,353,16,2015-08-12,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,0,0,1,3.29,29,582.0,244.0,1000,1000.0,435.0,15,4,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0
1950,2612025,676,"Seattle, Washington, United States",within an hour,100.0,100.0,0,North Beacon Hill,2.0,1,1,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",1,House,Private room,2,1.0,1.0,2.0,Real Bed,45.0,15.0,1,10.0,1,1 month to 2 months,today,27,55,85,360,82,2014-04-17,91.0,9.0,10.0,10.0,10.0,9.0,9.0,0,moderate,0,0,2,3.92,34,487.0,229.0,1000,184.0,107.0,14,7,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,7630155,470,"Seattle, Washington, United States",within an hour,100.0,100.0,0,North Beacon Hill,1.0,1,0,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",1,House,Private room,2,1.0,1.0,1.0,Real Bed,80.0,25.0,2,0.0,1,1 month to 2 months,5 days ago,29,59,89,362,2,2015-09-05,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,0,1,0.49,33,0.0,282.0,1000,959.0,233.0,22,4,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1952,8118346,343,US,within a day,100.0,100.0,0,North Beacon Hill,2.0,1,1,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",1,House,Private room,1,1.0,1.0,1.0,Real Bed,80.0,,1,0.0,3,1 month to 2 months,4 months ago,30,60,90,365,0,,,,,,,,,0,flexible,0,0,1,,24,0.0,185.0,185,0.0,0.0,15,4,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1953,6105021,1279,"Seattle, Washington, United States",within an hour,100.0,100.0,0,North Beacon Hill,1.0,1,1,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",1,Loft,Entire home/apt,2,1.0,0.0,1.0,Real Bed,99.0,,1,20.0,2,1 month to 2 months,3 days ago,14,44,74,349,18,2015-07-23,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,strict,0,0,1,3.25,19,79.0,249.0,908,96.0,104.0,16,5,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1954,10299108,648,"Seattle, Washington, United States",within an hour,94.0,100.0,0,,5.0,1,1,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",0,House,Private room,2,1.0,1.0,1.0,Real Bed,58.0,,1,0.0,2,1 month to 2 months,yesterday,27,36,65,65,0,,,,,,,,,0,moderate,0,0,5,,35,0.0,86.0,86,0.0,69.0,19,6,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,6626493,586,"Seattle, Washington, United States",within a few hours,100.0,100.0,1,North Beacon Hill,1.0,1,1,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",1,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,69.0,20.0,1,0.0,2,1 month to 2 months,6 weeks ago,0,0,0,0,15,2015-07-01,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,moderate,0,0,1,2.39,33,381.0,250.0,1000,257.0,36.0,10,5,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,573942,2299,"Seattle, Washington, United States",within a few hours,100.0,100.0,0,Georgetown,5.0,1,1,Mid-Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",1,Other,Private room,2,3.0,1.0,1.0,Real Bed,65.0,10.0,1,10.0,2,1 month to 2 months,3 weeks ago,0,3,33,308,77,2012-08-20,95.0,9.0,9.0,9.0,9.0,9.0,9.0,0,moderate,1,1,5,1.87,31,1710.0,262.0,1000,170.0,1000.0,11,5,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1957,9314106,208,"Seattle, Washington, United States",within a few hours,90.0,100.0,0,North Beacon Hill,1.0,1,0,South Beacon Hill,Seattle,98108,Seattle,"Seattle, WA",1,House,Private room,2,1.0,1.0,1.0,Real Bed,38.0,,1,0.0,2,1 month to 2 months,6 weeks ago,1,5,5,38,0,,,,,,,,,0,flexible,0,0,1,,33,0.0,247.0,1000,148.0,345.0,14,3,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
