,score,comments
567,-1,"Our host was taken seriously ill just before our scheduled arrival time, and thus was not able to set us in, so we had to make alternate arrangements for our lodging. This was of course through NO fault of our host."
568,-5,"Unpleasant. The dirty clothes stuffed under the chair, the overabundance of stuff pouring out of a closet, the profanity displayed on the walls, no top sheet under a quilt that, who knows if it was clean, the lack of bed pillows, the mis-matched and stained towels, the street construction not allowing me to park my car anywhere nearby, the mosquitos, it being more of a dorm room set-up extended into a rabbit warren of a dark underground basement. It sucked."
569,-1,"Communication was lacking. I contacted host 2 days prior arriving. I only heard back from him with instructions on how to get access a couple of hours prior to check in on day of arrival. It made me feel like  I should look at an emergency last minute hotel. The place was what I expected based on the description- a little dingy, but with the essentials.  The location and proximity to Fenway, rail and places of interest is great. Overall, I would rate the experience as a C-.  If communication was better it would have been a B. When I left, I forgot to return the key to the lockbox and had to leave it with a nearby shopowner. I truly do feel bad about that and for the inconvenience I caused the cleaning personnel. "
570,-2,"Unfortunately, probably due to an error in communication, nobody was waiting for us on our arrival at the apartment and could not gain access to it. We had sent a mail to Mr. Lance the day before, confirming our arrival in the afternoon and we received an automatically generated answer. As nobody showed, we had to wait a long time and only thanks to some neighbours, who knew Mr. Lance and could therefore find a second key, we managed to get in. The day after we received a mail from Mr. Lance, saying that we should have received, months ago, a mail containing all instructions as to where we could find the key, ecc. We never received it, and when we asked him to re-send it with the original date, he could not find it. So something went wrong in the communication; anyway we solved the problem and Mr. Lance apologized for the inconvenient.
As far as the apartment concerns, we can say that it's very nice, clean, confortable and furnished with good taste. What annoyed us, anyway, was the sleeping accommotations. The apartment was said to have 6 sleeping accommotations. We had pointed out that we were 6 adults. Actually the sleeping accommodations are 5: there are two bedrooms with a Queenbed in each, another room with a sofa-bed for one person or max . for two small children. So one friend of us had to sleep on an uncorfortable sofa in the dining room. The table and the chairs were for 4 people only.
"
571,-1,"The ""apartment"" is actually a basement, pretty shabby for the price. There were two dirty towels left in the bathroom (with brown fingermarks). Interior is ok, host was ok."
572,-3,"Jose was great about allowing us to show up early to drop our things off before a day of exploring in Boston.  The location is great as others have noted.

I'd be remiss if I didn't note a few of the cons that others have mentioned:
The bed is not very comfortable and is located directly under the stairs (you can see them in the top right of the main photo) and main hallway into the building, which was noisy late at night and in the morning.
There were several burned out lights, and this being a basement apartment it can feel a bit creepy - that certainly didn't help.
There's an AC and dehumidifier.  They are both very loud.  The dehumidifier beeps when it's full - empty it before you go to bed so it doesn't wake you up.
The cleaning and service fees brought the cost to over $200, which is a lot for a dark basement apartment.  I get that it's a location thing (historic Boston, summer, Sunday night) - but just offering a buyer beware comment.

All in all, can't say I would recommend staying here unless you're looking at it solely for the location.  It's an old basement apartment that shows its age."
573,-1,Jose's place did just the trick while we were visiting Boston for a wedding. You can't beat the price for the location - it was awesome stepping out every day and seeing the Old North Church and walking the streets of Little Italy. The ONLY downside was that you can hear the upstairs neighbor in the morning walking around but I would still stay here again! 
574,-1,"We stayed in Jeff's apartment for three nights this week. The apartment listing was accurate. The location was terrific and the Airbnb representative met us on time to deliver the keys. The apartment was mostly great. Our only major complaint was the smell coming from the sink that several others mentioned in earlier reviews. There were a few deodorizers placed around the sink, but the entire kitchen/living area still smelled rather strongly of mold. The other smaller problem, was that the main light in the bathroom could not be used. When left on for more than a minute, the fan rumbled loudly. Other than that, the apartment was as advertised. We enjoyed the Kind bars, water and local chocolate left for us. The manual was very helpful and included local restaurants, sights to visit, etc. The apartment was pretty noisy at night (from street noises), but the central location made up for it. We enjoyed our stay. "
575,-1,"Logement bien situé en plein cœur du centre d'affaires de Boston. Nous avons tout fait à pied. Déçu par cette expérience qui va à l'encontre du concept Airbnb. De plus, le canapé convertible est très inconfortable et le matelas était très sale. En revanche, nos bagages ont pu être stockés dans un endroit sécurisé pour le restant de la journée de notre départ. "
576,-5,"The location of the apartment is excellent, but the whole experience was the worst we have ever had using AirBnB. As soon as we arrived we had some issues. There were strong fresh paint fumes, the window blinds were impossible to operate, and Internet stopped working. Our request for help was not answered. The following day we found that the bed frame was in the brink of falling apart. That request was taken care quickly, but the person that fixed it leaved the apartment filthy, with screws and wood shavings all over the place. And then the boiler of the building broke down on a Friday morning, and we were without hot water and heating for the rest of our stay (4 full days and nights). This was in the middle of a snow storm. We were offered to use the shower of a different apartment building on Monday, three days after the problem began. And finally we got a partial refund of only 50% of the days we were without heating. A truly terrible experience."
577,-1,Mon séjour chez Andreina c'est bien passé. Tout est propre et en ordre.
578,-1,"Jeff a été très accueillant à notre arrivée, il nous a même aidé à porter nos valises jusqu'au 3ème étage et nous a donné une carte de métro. Les deux autres personnes qui habitaient l'appartement étaient très sympathiques. On s'est senti comme ""à la maison"". 
Le seul réel problème était la propreté ! dormir avec de la poussière derrière et tout autour du lit est très désagréable. La taille de la chambre ne permettait pas de poser nos valises, de plus celle-ci était très mal rangé ! beaucoup de choses au sol, sous le lit et sur l'unique meuble qui permettrait aux voyageurs de poser des choses. La salle de bain n'était pas très propre non plus. Mais en dehors de ces choses concernant la propreté, la localisation de l'appartement est très bien et nous avons été bien reçu malgré tout. "
579,-3,"Sarah seemed to be a nice, friendly host when I met her... Unfortunately I encountered some issues with the apartment and my stay. My check-in time was agreed upon at 4pm. I arrived at 5 to a room with dirty towels, bedding, and dishes. Sarah did evenyually arrive and clean, I was finally in my room at 6:15pm, with no real apology, it seemed she had another commitment (no emergency) and didn't bother to call or contact me to let me know. The apartment room itself were disappointing and felt unsafe. My bedroom had a door with only a tiny doorknob lock -opening to an open alley. The room included one bright overhead light, a bed (with a plastic noisy cover over mattress), and a folding tray table with the plastic wrapping still on. The bathroom had a tiny stream of water and a broken shower door that didn't close. In the kitchen I saw rat traps... It just seemed like an unsafe area and uncomfortable room, that I would not recommend."
580,-1,I needed a room unexpectedly for 2 nights and Sarah responded. 
581,-2,"The place itself was exactly what my girlfriend and I were looking for - a modest place to lay our heads at night. The bed was comfy and the room was well kept. Only complaint about the room itself would be the bathroom - the shower door was hanging off and overall the bathroom could be spruced up a bit. 

What really detracted from our experience was the lack of communication shown by the host. I sent a message a week before our trip to plan out meeting/key exchange details, but never got a reply back. I sent another message about 2 days before leaving, and did not get a reply back until my girlfriend and I were on our way to Boston via bus. This forced us to move around our plans for the day as we had to wait until 4 to check in (again, not a big deal if we could have planned for this).  

There was also a mix up with the key in the lockbox. We had no idea that there would be other Air B n B'ers staying at the apartment at the same time as us, so we took the key with us while exploring the town. I get a message from the host while at the Red Sox game demanding us to open the door for the other guests and/or return the key ASAP or pay for the other room. She was somewhat aggressive over the phone, especially for the first time speaking to her guests. We told her we did not want to leave the game as we had just gotten there and it was the whole reason for our trip and that we would compensate her for the guests that she lost. 

I want to preface this by saying that we accept responsibility for the mix up, as she did note to return the keys immediately to the lockbox in the message she finally sent us back. However, we thought she meant AFTER our stay. Again, I accept responsibility for this but this all could have been avoiding by clearer communication.  Just a little frustrating that the only time we could easily get in contact with her was when she needed to reach us. 
"
582,-1,"Appartement décevant, passez votre chemin. A 55e par jour, nous nous attendions à trouver un endroit propre. Or la chambre, à notre arrivée, était sale. Les draps limite propres, des restes sous le lit. La salle de bain ""privative"" est inutilisable et dans un état de delabrement avancé. L'autre salle de bain commune aux autres habitants était tellement crasseuse que nous devions nous doucher en claquette. 
Seules les parties communes sont assez propres. Nous avons été deçu car cette annonce apparaissait comme annonce Flash airbnb. Malgré tout, si vous n'avez pas vraiment d'hygiène, la maison est à proximité de la station de bus Dudley square, qui amene directement en ville. Ca reste quand meme dans la banlieu reculé de Boston mais au moins vous pouvez facilement y garer votre voiture de location."
583,-1,"Wir hatten ein großes Zimmer mit eigenem Bad. Die Wohnung war sauber und zu Fuß max fünf Minuten bis zu den Öffentlichen Verkehrsmitteln gelegen. Sarah hat uns die Schlüssel hinterlegt, da sie arbeiten musste, ist aber nach der Arbeit vorbei gekommen und hat uns herzlich willkommen geheißen, sie ist eine wirklich nette und herzliche Person."
584,-1,Sarah is very responsive to any questions and concerns for the stay. And she came over within minutes when I was unable to decipher her instructions to find the lock and keys when I arrived at her place.
585,-1,"Good place to stay. The apartment is close to a bus station that can take you everywere.
The bathroom is really good and the kitchen has everything you need. 
One thing: I think is a bit expensive, but on the other hand there are no cheap plases in Boston...
Overall, would stay again."
586,-1,"This place looked amazing and was very clean. I enjoyed my stay here in Back Bay. The only issue we had was the A/C was broken / being replaced. We did not know this when we signed up so we had to find out the hard way. We spent over an hour trying to figure out if we were configuring the A/C wrong. Waiting and hoping the cool air would start flow. After waiting for a reply from the host. We found out that the A/C was being replaced. It was a very hot and humid the first day in Boston. After that it cooled down so it wasn't that bad. But if we new the A/C was out, i would have book somewhere else. So other than the A/C issue it was a good stay."
587,-1,"When we checked the room with the host, we found that the room slightly smelled of smoke. We requested to be transferred and he did that immediately. We had a private bathroom in the new room and it was also more spacious. "
588,-2,I was welcomed into the home and showed my space. It was very spacious and private. Love the private entrance and the ability to come and go without worrying about disturbing the owners. The only problem and disappointment was not TV.
589,-1,"We did not meet Kimberley but were met as arranged by a friend.  The apartment was in an ideal location and the interior as described. 
The apartment itself is not easy to locate within the building and we found it difficult to obtain precise details from Kimberly prior to our arrival. Although inside the premises is OK, we found the building entrance felt unsafe and the approach dirty and smelly - particularly the elevator at the weekend after the nightclub.
Unfortunately soundproofing within the apartment is poor and it was noisy each night - not just due to the nightclub (about which we had been warned) but also the trains, neighbours, street noise etc.  Additionally there is no covering to the glass blocks at the front (there are no true windows) and bright street lights outside. 
The kitchen and bathroom are modern and well appointed and the apartment feels spacious.  Fine if location is your main criterion. 
"
590,-1,"It took a little time to get used to the house where the first floor are small restaurant that sell food out and elevator in the house is dirty. But the apartment is still nice and clean, as shown in the pictures on airbnb. The bathroom was very good. It is not possible to open the windows in the apartment. I was there for four days over the weekend there was no disturbance of the club below but on Saturday night there was a loud noise to at 2 am. Very good location."
591,-1,"Kim was very easy to communicate with. The apartment is exactly as pictured.  We stayed for a week, and anything we needed fixed or extra of, she provided.  Except the elevator which broke before we arrived, but it was a holiday weekend and of course it would be hard to find someone!

The location is great, but it is a bummer that there are no real window.    It never truly gets dark in the room.  This is a great short term place to stay at outside of Friday and Saturday night which is of course mentioned in the apartment description."
592,-1,"Beschreibung der Unterkunft hat sehr gut gepasst. Die Lage ist mitten im Herzen von Bosten. 

#Umgebung
Alle wichtigen Orten sind fußläufig gut erreichbar und Möglichkeiten zum Einkaufen von Lebensmitteln und Drogerie (Roche Bros + CVS) und Shoppen gibt es diverse.

#Internet
Das WLAN ist leider etwas schwach auf der Brust. Ich schätze mal das es sich um eine 1000er Verbindung handelt. Egal in welchem Teil in der Wohnung ich mich aufgehalten habe, kam es gelegentlich zu aussetzern.  Reaktionszeit auf eine Suchanfrage bei (SENSITIVE CONTENTS HIDDEN) war dadurch schon auch mal im Bereich von 1-2 Minuten :(

Ich bin dann für wichtige Sachen oder zum surfen in einen der vielen Umgebenen Starbucks gegangen (Empfehlenswert in der Schoolstreet, da kann man sich gescheit hinsetzen)

#Ausstattung / Wohnung
Die Küche ist relativ groß, allerdings nur mit dem nötigsten ausgestattet. Wer groß Kochen will, sollte sich spezielles Küchenwerkzeug organisieren oder mitbringen. 

Bett ist eine einzelne Matraze - Kingsize - hier sollte man sich darauf einstellen, dass man jede Bewegung des Partners in der Nacht spürt. :)
Eine zweites Set an Kopfkissen/Decke waren ebenfalls im Schrank vorhanden. Bettwäsche war bezogen, hatten trotzdem eigene zur Vorsicht mit und diese auch genutzt.

Es sind KEINE Fenster vorhanden, somit kann man auch nicht direkt lüften. Einzige Lösung ist die sehr gut funktionierende Klimaanlage die im Winter wohl auch als Heizung dient. Ist zwar relativ laut, hatten damit aber keine Probleme. 

Apropo laut - wie in der Beschreibung steht finden Freitags und Samstags im Mojitos Partys statt (Musikrichtung Salsa/Latein). Die Musik läuft bis ca 2 Uhr Nachts und ist sehr gut zu hören und zu spüren. ;-)

#Sauberkeit
Die Wohnung war größtensteils sauber. 

#Service 
Wir wurden stellvertretend sehr nett von Rami empfangen, der sich auch Zeit genommen hat um uns alle Fragen zu beantworten und draußen in der Straße die wichtigsten Orte zu zeigen oder den Weg zu erklären. 

Außerdem wurden uns ebenfalls ein Bestand an Handtücher für die Zeit der Anwesenheit zur Verfügung gestellt.

#Fazit
Unsere Erwartungen wurden erfüllt und die Location ist sehr gut um eine zentral Ausgangslage in Bosten zu haben. 
Als Gesamtnote würde ich 90% bewerten, da dass leider nicht geht
1 Stern Abzug. 

Ich empfehle die Location auf jeden Fall weiter und würde selbst auch wieder kommen."
593,-1,"Location is unbeatable, just steps from the Common. The unit is bigger than a typical hotel room. There are some minor layout issues (no outlets or lamps near the bed) and we had intermittent wi-fi and there's no cable. 

It wasn't perfectly clean, though the housekeeper had mixed up which unit we were in, so that may have been why. 

Entrance is through a small indoor market that smelled a little of grease. But if you can live with that for a cheap place in a great location, it's a minor issue. "
594,-2,"Wohnung ist genauso, wie es auf den Bildern aussieht, sogar noch etwas grösser. Saubere und zweckmässige Einrichtung. Im Eingang des Gebäudes befinden sich noch mehrere Take-Away-Läden und es sieht alles etwas schäbig aus. Ist man dann allerdings in der Wohnung, vergisst man dies schnell. Wände sind sehr hellhörig. Die Lage ist grossartig, sehr zentral gelegen, hervorragend! WLAN ist so gut wie gar nicht vorhanden, die Logindaten für das Netzwerk sind zwar verfügbar, aber es konnte keine Verbindung hergestellt werden. Zeitweise kein warmes Wasser in der Wohnung. Kimberly lotste uns telefonisch zur Wohnung. Sie vermietet wohl noch andere Wohnungen und wirkte nicht wirklich gut organisiert. So erhielt ich nach der Abreise - ein eigentliches Check-Out gab es nicht - eine Reihe von SMS und Anrufen, dass wir doch hätten abreisen müssen und sie nun unser Gepäck wegwerfen werde. Es stellte sich dann heraus, dass sie wohl die Wohnung verwechselt hatte. Eine Entschuldigung, abgesehen von einem ""Sorry"" gab es nicht. FAZIT: Eine bessere Lage bekommt man für diesen Preis wohl nicht. Zum Übernachten ok, zum Verweilen eignet sich die Wohnung allerdings nicht."
595,-1,"The location is good but the apartment is in a derelict building and surrounded by derelict people. The smell on the ground floor is unbearable and I saw RATS scurrying around. We were continually accosted by homeless/drug-affected people. The apartment was not clean. The shower floor had ""person debris"" on it and is moldy. The kitchen bench was greasy and there is dust/grime in corners. The towel rack fell apart when touched. There are power points that are not fitted securely to walls."
596,-1,"perfect location, perfect size. it is a strange building, that being said i never felt unsafe.  "
597,-2,"Very questionable, smelly and sketchy entry to the commercial building including stairway to the 3rd floor (elevator not working). We (two females) were not expecting it to be that questionable and we felt on guard the whole time. If we were solo on this trip, this is not a place to stay as a single female. The inside of the apartment was as advertised , clean and really in the central to all downtown attractions. Rebecca was very helpful with questions/communications. Highly doubtful I would stay here again unless the entry has a complete makeover."
598,-1,"A convenient location for a short stay during a layover. It was just a couple blocks away from the station and we had no problem finding it at night. Laura was accommodating in letting us check in late. The space is small but worked for just one night. The smell of smoke was hard to ignore upon entering though, and my friend who was traveling with me was particularly sensitive, so I would only recommend for people ok with that. "
599,-10,"To be very honest, I hoped not to leave a negative review but the actions of the hosts have led me no choice but to do so. 

First of all- I originally booked a stay from 8/4-9/4 but the host did not want to change the stay so I had no choice but to settle for a 8/3-9/3 stay. 

The hosts were pretty nice so I didn't want to leave such a review. But the stay was very uncomfortable. 

The house is extremely dirty and the conditions of the room were horrible. Yes there was a bed and a table and a chair, but it looked like it hadn't been cleaned since the last decade. 

Dust was EVERYWHERE to the point where you smelt dust when you were sleeping. The carpet was dirty and the floor was unclean. I'm not sure why they bother asking for a $50 cleaning fee when it doesn't look like anyone cleans it. 

Aside from this, the bathroom is indescribable. Its a TINY bathroom that around 6 people share- more if you include guests who sometimes come really late at night and can get REALLY disruptive and LOUD

Also, I know it mentions ""free breakfast"" but don't expect anything. There will be no free breakfast or anything. No one is going to cook for you or provide the materials to cook such ""complimentary breakfast""

But that isn't even the issue. I'm already spending $1,500 to stay here I'm not going to complain about a $2 breakfast.

The most despicable aspect was when I asked them to change the move out date. 

If you're going to follow a ""flexible"" policy then follow it.
If you're going to promise one thing, follow it. Don't say one thing and do another. 

I asked the hosts before I requested an alteration if ""I could request an earlier move out date"" 

If they said ""no"", I would've accepted even if it meant losing around $250

HOWEVER, they said sure we will adjust the stay and refund you the nights you didn't stay. So I went ahead and adjusted- and no reply. I asked them again in person AGAIN, and they said ""We have to talk it over and adjust it, no problem""

So I waited, until its already 9/3. Its been OVER 10+ days and they have been COMPLETELY UNRESPONSIVE AND IRRESPONSIBLE. 

So I contacted airbnb and basically FORCED the hosts to reply in which they rejected my request. 

?? excuse me, if you were going to reject it why tell me you would refund my nights?

Now its almost 1 MONTH after and they are still not responsive. I have called airbnb and filed an official complaint against them- including opening a case for them to return my money.

Whether my money is returned or not, I just want to warn everyone that:

1.) not a healthy, or clean environment to stay in
2.) don't stay here if you don't want to deal with irresponsible, frustrating people




"
600,-1,"- place was clean
- appeared to be new (not many personal things)
- never met Polina
- bed was a bit soft and air conditioner was a bit loud (I'm fussy)
- a bit of confusion on arrival/checkout times"
601,-1,"The only redeeming quality of this place is the location. It's easily walkable to all major attractions in the city, and right across the street from Boston Commons and close to shopping in the financial district. That being said, we were extremely disappointed with the cleanliness and noise. The place clearly wasn't cleaned prior to us arriving, and although the host agreed to send in another person to clean, we couldn't see any difference after that had apparently happened. Hair and dust everywhere, the bathroom had not been cleaned, and the tub didn't drain. The place is also directly above a bar and a late night pizza joint, which made it nearly impossible to sleep because of bar fights and drunk people screaming all throughout the night and early morning. A theater is also across the street with lights on all night, and due to the thin curtains which didn't close all the way, the apartment was brightly lit even at night."
602,-2,"Negative experience since the condition of the apartment is not matching photos nor description:
dirty shits dirty pillows dirty kitchen, broken window broken airconditioning, wholes on the walls, trash inside the condo.
We have documented the situation by pictures and sent them to the host and to Airbnb.
We left the apt right away the same day and paied for both the apt and the hotel.
Asked for a full refund. "
603,-1,"I was unable to make my one night reservation due to an emergency with my traveling guest, and having come down with Strep the day of check-in. I communicated this with the person of contact prior to my check in time and was told I would probably receive a refund and that he would inform Ahmed. I later communicated this to Ahmed, who denied me any refund. I would have thought Ahmed would have appreciated me sparing a sick guest at his studio, and was hopeful he would have been more understanding, but he was not. "
604,-2,"very nice unit in Southend, Boston. Close to restaurants metro station. The only problem I found was the noise factor! Other residence within the building are just so noisy and the outside traffic just never stops."
605,-4,"There were 3 of us middle aged women who stayed at the Mayhew. First of all, we wished we were told that the condo was on the 3rd floor, no elevator and had very narrow-steep stairs. Dragging our luggage 3 floors up/down was painful. Secondly, upon arrival , there was no bath soap, just sheets and bedspreed on the 2 beds no blankets, with 58-62 degrees weather forecast for the week, and no sheets provided for the futon in the tiny room off the kitchen. So 2 of us had to share a bed for the week. We asked for  and received extra blantkets  and towels only. We did not get any bath soap so we had to find an open store in an unfamiliar neighborhood that sold soap on our first night.. Third, the lights in the kitchen and dining room were so dim we could barely see each other. It was corrected the night before  we left! Too late! Fourth, we were expected to leave the place clean, carry the garbage down to 3 floors, take off all sheets and make sure that the kitchen dishes are cleaned or in dishwasher already cleaned. If all of these were expected of the renters--why were we charged cleaning deposit? NO dishwasher soap was provided either until the day before we left. Fifth, on our last day, we woke up with heavy gas smell in the condo and the stove was not working.  Apparently, there was work scheduled for that day in the basement! The least they could have done is warn us so we could have left the condo early, have breakfast out and not have to deal with the nauseating gas smell."
606,-1,"Alicia et Kostas sont des hôtes formidables qui font tout pour mettre à l'aise. La maison est très accueillante et on s'y sent comme chez nous. 
Ils nous ont indiqué dès notre arrivée les meilleurs endroits à voir dans leur quartier. Leur maison est vraiment proche du centre ville (10 min de métro) et il est très facile de se garer en voiture gratuitement dans le quartier. 

Le matin, café et jus à disposition en plus des conversations avec Alicia qui est une personne très sympathique et très ouverte avec qui il est facile de discuter (même pour des non-anglophones).

il y a plusieurs choses à voir dans leur quartier, ainsi que plusieurs bons restaurants.

Je recommande vivement."
607,-4,"Sarah was accessible and relatively responsive by phone, although I and my friends did not meet her. However, she advertised several amenities on this listing that were either unavailable or severely compromised during much of our two-day stay. Sarah was unaware that her internet provider had suspended her account, requiring me to inform her that this was the case (she had not paid her bill). My friends and I, all university students, were without internet access (of the utmost importance for students needing to complete assignments, especially at the end of the week) for no fewer than three hours upon arrival. Our first morning there, we discovered that the stove was inoperable because no gas was being delivered to it. We attempted to operate the microwave in the house, but while using it, at 6:45 AM on a Saturday with no precipitation, the power cut out to nearly all of the lights and outlets in the apartment. After I called her again that morning to resolve this second major issue (in a twelve-hour span, no less), Sarah told me that this was likely due to the fact that she would be moving out of the apartment at the end of the month -- another thing that she failed to inform me of at the time of my booking or arrival. Finally, the heating in the apartment was nowhere near satisfactory. My friends and I had to sleep with our coats on because the apartment was so cold. In addition to these pressing problems, the TV also did not have a functional remote, and one of her air mattresses had a hole in it. Overall, while Sarah seems like a nice person in general from our phone interactions, there were some egregious instances of her misleading me and my friends into believing that certain things about the apartment were true, when they were not. Our experience at this apartment was extremely disappointing."
608,-1,"Notre séjour chez Rachael et David s'est très bien déroulé. La chambre était propre ainsi que la salle de bain et le restant du condo. Le lit confortable, le quartier était bien et à proximité du train de banlieue qui se rend directement à Boston. Notre hôte Davis était toujours joignable pour répondre à nos questions et nous faisait lui-même ses propres recommandations. Vous ne pouvez pas avoir de meilleur hôte que Davis. Merci pour tout."
609,-3,"I stayed in the unit for 4 days with my parents. Previously I used to live in the Boston area for more than 10 years and know well about pros and cons about many apts in Boston – generally old buildings, limited parking space, high price, etc. The reason I chose this unit, not a hotel, was that I needed  kitchen and a table area for tea or light snacks. 

Unfortunately, this unit is very disappointing. The problem of this airb&b was the maintenance. When I opened the door of the unit, the air smelt damp and unpleasant. I wanted to take a shower but saw “brown water” coming out from the faucet. And the towels provided by the owner were all dirty and damp. My parents used the bedroom and I used the sofa, but the linens were not clean, and the sofa exuded very unpleasant odor. 

I had a very tight schedule in Boston, so did not have time to find another hotel. Since I couldn’t have had good sleep there, it affected my meetings. I reported this issue to the owner later and got $10 compensation (his reply was surprisingly short -- “thank you for your feedback.”) 

I never expected a maid service or impeccable condition, but at least “cleanliness and hygiene” could not be negotiated. The price I paid was not low either; I paid $268/night. I think, for the price, I should have booked a hotel. 

"
610,-1,"The Dorset apartment was ok.  Clean, everything needed was there, etc.  Location was not the best in town, but again, wasn't bad.  All kind of services nearby.  Customer service was the best!!!!  Lack of tv's in bedrooms and the one is there, is in a room that is very uncomfortable to watch.  Train station is also very close and transportation was not a problem at all.  My only complain is the access to A/C - Heat.  Is locked in a box and no way to control the climate inside the apartment.  In an overall, great value for the price.  Would I recommend it????  mmmmmmmm"
611,-4,"Horrendous wins my prize for my worst ever Airbnb stay. The place was dark and dirty everywhere (I kept photos as I couldn't believe it), for example floor was swept but not washed so walking with bare feet made feet dirty and sticky. 
So many of positive listing points and just not valid:
*Lift – there is one but it doesn’t work we were only told a couple of days before arrival so too late to make alternative plans despite it being broken for weeks. The room is on the 5th floor so stairs are a nightmare, especially with luggage and in the heat.
*4 windows – yes there are 4 but they are all covered up with quilting and tatty cloths that have been stapled to the wall so you cannot see out. The bathroom window has a towel stapled over it.
*Claw foot bath exists but has been painted and all the paint is peeling off – you could not sit in it.
*Air conditioning – was needed and was working but so, so noisy you can’t sleep or watch TV. Also you can’t use any other electrics – like hairdryer - at the same time as blows the fuse.
Location next to park is nice for the day but we were warned by the university that the park is unsafe at night and for 2 of the 4 nights I stayed there were police and ambulances out front.

Kelly was responsive and easy to communicate with for check in but unfortunately a key was lost so we had to find the lock box in an alley behind the apartment block at night in the dark and we were very uncomfortable with this. 

Left a day early and would not recommend!
"
612,-1,"Nous avons beaucoup aimé l'ambiance de cette belle maison dans un quartier tranquille, mais tout près de restaurants et magasins, et à 10 minutes à pied d'une ligne de métro directe pour le centre de Boston. La chambre était joliment agencée, et nous pouvions librement disposer de la cuisine (énorme !) où il y avait - en plus du petit déjeuner inclus dans le prix - des boissons et des fruits à volonté, ainsi que de bons petits gâteaux préparés par la fille de la propriétaire... Cette dernière est très accueillante et sympathique, et fait tout ce qu'elle peut pour vous rendre service. Si jamais nous retournons à Boston, c'est sûr que nous irons chez Robin !"
613,-1,"Nous avons apprécié chaque moment de notre séjour chez Robin. Victoria s'est montrée extrêmement accueillante et nous savions que nous pouvions compter sur elle en cas de besoin. Le quartier est calme et sécurisant. Quant au logement, il était propre et nous avions une salle de bains personnelle. La décoration est impressionnante et captivante... nous sommes d'ailleurs repartis avec plein d'idées en tête. Notre seul regret est de ne pas avoir eu le temps de faire plus amplement connaissance avec les autres visiteurs AIRBNB, Lyse et Jay (sorry guys!)Nous recommandons vivement ce logement et y retournerions sans hésiter! Thank you so much!!!"
614,-1,"Nous avons passé deux agréables nuits chez Robin et Victoria. Bien que nous n'ayons pas rencontré Robin, sa fille Victoria nous a très chaleureusement accueillis et s'est tenue disponible pour nous durant notre séjour. 

La maison est vraiment superbe, grande et accueillante. Le parquet craque mais ça fait partie du charme :)
Le lit est très confortable et la chambre est lumineuse. 
La salle de bain privée est propre et le fait qu'elle soit sur le palier ne nous a pas déranger. Par contre, la douche n'a pas beaucoup de pression.
Deux autres chambres sont louées dans la maison (une seule l'était lors de notre séjour et la cohabitation s'est très bien passée, aucun problème de bruit).
Petit + : petit-déjeuner à disposition dans la (magnifique) cuisine.

Pour rejoindre Park Station au centre-ville, il faut compter 45 minutes au total (15 minutes de marche + 30 minutes de train).
Le trajet est un peu long mais le quartier est sympathique et le train passe assez souvent.

A côté de la maison, il y a une rue bien animée où vous trouverez des restaurants, des bars et des magasins.  Nous avons beaucoup apprécié cela lors de notre arrivée tardive car ça n'a pas été un problème de trouver à manger à quelques minutes à pied.

Nous recommandons vivement cet hébergement et nous y retournerons avec plaisir à l'occasion. Merci Robin et Victoria."
615,-1,"Das Haus ist exakt so, wie es sich auf den Bildern darstellt und beschrieben ist. Es ist sehr sauber, hell und freundlich eingerichtet. Die Küche und der angrenzende Aufenthaltsraum sind großartig und die Einrichtung so, dass man sich prima selbst verpflegen kann bzw. wird auch ein kleines Frühstück bereit gestellt, das sich jeder unkompliziert morgens zusammen stellen kann. Es herrscht eine offene und willkommene Atmosphäre, die viel Raum lässt, sich auch zurück zu ziehen und den eigenen Aufenthalt nach belieben zu gestalten. Das Bett ist sehr komfortabel. 
Die Nachbarschaft ist ruhig und es gibt im unmittelbaren Umfeld, alles was man braucht inklusive ganz netter Restaurants, Bistros, Cafés, Yoga-Studios, Reinigung, Friseur usw. sowie den Jamaica Pond in unmittelbarer Nähe, um sich draußen aufzuhalten und zu relaxen. Es war ein ganz großartiger und komfortabler Aufenthalt - gerne wieder!!! :-)"
616,-1,"The room and the appartement were confortable and clean. The appartement is well situated, close by subway stations and with all you need around : food stores, bakerys, etc. It is also not so far from downtown and main sight-seeing places. 
Beware ! It was a bit difficult to find a place to park the car, mostly ""resident permit only"" places and not a lot ""visitors parking"". 
The only thing I would say is that one of the cat was a bit agressive, it scratched us a few times. "
617,-1,Susan was good host. She was very informative and quick to respond. The apartment is in an excellent location and very central to a lot of places in Boston. There was a pungent odor (possibly from previous animals) in the apartment and the bath tub was slow to drain.
618,-1,This was the worst place I have ever paid money to stay in . I should have known when the host said- There are clean sheets on the bed- DUH- The radiator behind the bed clanged all night- We did not sleep at all. The toilet and bathroom were disgusting. Please avoid this place.
