,listing_id,id,date,reviewer_id,reviewer_name,comments,review_lang
35230,3554558,36767200,2015-07-01,3125666,Michel, Tr s jolie et agr able appartement situ dans un quartier attrayant et email hidden is bruyant car proche de routes tr s d servies,fr
35274,7809455,50821656,2015-10-14,40912341,Cécile, La maison de Bryan est vivante et chaleureuse La chambre est agr able et propre Nous avons t tr s bien accueillis par Bryan et sa famille ,fr
35522,3615614,39489867,2015-07-24,32392198,Chloe, TJ TJ host D,zh-cn
35529,3615614,43761600,2015-08-22,34060343,Nicolas," Nous avons pass 3 nuits formidables chez T J et son chien et son chat Nous nous sommes tout de suite tr s bien senti gr ce la personnalit de T J son accueil et son tr s bel appartement tr s cosy Nous y avons trouv une belle chambre tr s propre avec un lit tr s confortable , Le quartier est tr s anim mais calme l appartement et s r , Nous avons pass un tr s agr able s jour Seattle gr ce aux nombreux conseils de visite de T J , Merci beaucoup T J pour ton accueil et nous esp rons avoir l occasion de te recroiser un jour ,  , We spent 3 beautiful nights at T J s and her dog and cat So we immediately felt at home thank to the personality of T J her welcome and her very nice cosy appartment We found a very nice bedroom pretty clean and a very confortable bed , the area is lively but quiet and safe , We had a very pleasant stay in Seattle especially thanks to T J s pieces of advise , Thanks a lot T J for your welcome and we hope we will have the chance to see you again ",fr
35651,535300,8093920,2013-10-15,8197753,Inmaculada," Unos d as incre bles en Seattle La casa est algo lejos del centro pero a 5 minutos tienes la parada del autob s adem s puedes encontrar de todo supermercados restaurantes cafeter as Nosotros ten amos coche por eso escogimos algo alejado del centro all aparcar es una pesadilla El d a que llegamos no encontramos aparcamiento gratuito Dee nos dejo su plaza , La habitaci n es algo peque a pero c moda y acorde a nuestras necesidades que eran pues dormir all , Gracias por todo ",es
35788,4105164,55475072,2015-12-01,48835796,Funny," THANK YOU Harry ,  1 Harry 6 , Harry ,  3 bus C 20 Harry ",zh-cn
35899,1686930,49974390,2015-10-08,18280972,Bernd, Es ist wundersch n Die Lage ist perfekt Busstation gleich am Haus und f hrt direkt nach Downtown Das Appartment ist sehr sauber und liebevoll eingerichtet Der Kontakt mit Paige ist reibungslos Sie beantwortet jede Frage sofort und ist sehr freundlich Wenn wir wieder nach Seattle kommen werden wir defintiv dieses Appartment buchen ,de
35926,4100009,25023627,2015-01-05,10471341,Bartek, Pobyt u Lary by fantastyczny Mieszkanie sterylnie czyste i ciep e Fantastyczna komunikacja z gospodarzem Nie mieli my adnych problem w Lokalizacja bardzo dobra w ciechej i spokojnej dzielnicy Nie ma problemu z miejscem parkingowym Gor co polecam to miejsce ,pl
36033,3562617,32528926,2015-05-19,30792115,Theo, We hebben Jennifer 2 keer gezien en verder per telefoon gesproken Slaapkamer vonden we wat te klein voor 2 volwassenen met 2 koffers Keuken was niet zoals we gedacht hadden en hebben we dan ook niet gebruikt behalve dan voor koffie en thee Afstand tov centrum is te lopen maar kan ook met de bus Parkeren is lastig maar we vonden een gratis parkeerplek een blok achter Jennifer Voor ons zal het bij een keer blijven ,nl
36053,1772119,15823645,2014-07-16,3841294,Rosa," Nous avons t accueilli et chouchout par Melissa et Abil comme rarement nous l avons t ce jour , La maison est tr s agr able et chaque pi ce est d cor e avec soin avec son petit caract re Chaque d tail est soign C est une ancienne maison avec son jardin magnifiquement restaur e et aux belles finitions , Petit d jeun avec g teaux fait maison et petites attentions au quotidien qui font que l on se sent bien chez elles , La maison est facilement accessible par les transports en communs 3 lignes passent proximit et vous d posent dowton Capitol Hill est accessible pied 15mn de balade Le quartier est r sidentiel et tr s tranquille , Difficile de partir de chez elles ",fr
36097,1772119,49331741,2015-10-03,3368644,Sabrina," Melissa e Abil sono due persone meravigliose ci hanno fatto stare a nostro agio sin dal nostro arrivo con l aiuto di Courtney loro assistente ci hanno dato tutte le informazioni necessarie x muoverci a Seattle e che dire della residenza semplicemente incantevole anche la nostra stanza piccola ma pi che sufficiente x una coppia d altronde ci devi solo dormire ci sono altre stupende stanze dove potersi rilassare , Altra sorpresa sono i muffin preparati al mattino a colazione ogni giorno un gusto diverso buonissimi E x chi ama la birra ce n a volont nel frigorifero a disposizione degli ospiti , Che dire altro grazie a Abil Melissa e Courtney",it
36111,4922836,32269702,2015-05-16,31995909,Holger, Wir hatten einen sch nen Aufenthalt in Andrew s Haus Das Zimmer entsprach der Beschreibung und war sauber Das Haus liegt in einem sch nen Wohnumfeld Die Lage ist gut um Seattle zu erkunden Es ist nur ein kurzer Weg zu Stadtbahnhaltestelle und eine kurze Fahrt in die Innenstadt ,de
36131,4922836,43862691,2015-08-22,41514600,Filippo, Stanza pulita e comoda con bagno privato Casa posizionata in un quartiere 100 residenziale tranquillo non centrale ma ben collegato in 20 25 minuti si arriva in centro o all aereoporto grazie al light rail link Tirando le somme vale il prezzo pagato anche visti i costi improponibili di alberghi e motel e siamo stati soddisfatti dell accoglienza ricevuta Andrew ci ha anche offerto la cena peccato che si tenga molto leggero ,it
36448,20928,47041271,2015-09-15,37013415,Jürgen," Obwohl das Zimmer im Untergescho nicht der Beschreibung entsprach Cottage empfanden wir es sogar besser Liz empfing uns sehr freundlich und wies uns in alle Dinge die zu beachten sind ein Da unser Sohn in Ballard wohnt waren wir nur zum Schlafen da , Brad konnten wir erst bei beim Checkout sehen da er verreist war Es fand aber ein sehr herzliches Gespr ch mit ihm statt woraus zu schlie en ist das er ein genauso prima Gastgeber wie Liz ist Wir k nnen die Unterkunft mit besten Eindr cken weiter empfehlen ",de
36506,5236979,56019927,2015-12-08,34443822,Miguel Angel," todo muy bien una excelente ubicaci n unos perros muy lindos y ella muy atenta La casa es muy bonita vale mucho la pena ,  , sus perros son hermosos ,  , ",es
36575,189156,21240960,2014-10-13,21876546,Kenneth, Lovely view quiet comfortable ,fr
36576,189156,21608686,2014-10-20,4910215,Brad, Awesome view Awesome experience ,af
36633,3245876,23305654,2014-11-28,23753277,Jorge," Todo perfecto Precio razonable y buena ubicaci n relativamente cerca de la aguja y el centro El barrio es muy elegante y tranquilo Adem s hay restaurantes y bares de buen nivel muy cerca , Libby fue muy informativa especialmente sobre c mo llegar a su departamento El cuarto tiene todo lo que necesitas y est muy bien decorado Se respeta la privacidad y nadie te molestar Aunque el ba o es compartido con Libby nunca me vi en la necesidad de esperar que se desocupe asi que no es un problema La ducha funciona a la perfecci n ,  Tambi n disfrut mucho de sus gatos que son muy cari osos y amigables ",es
36787,7226013,42957915,2015-08-16,10088078,Julie, Angel tait tr s disponible pour r pondre aux questions la chambre tait agr able et propre Bon s jour,fr
36823,3783162,38585330,2015-07-17,26273368,叶,  ,zh-cn
36884,3488436,33080549,2015-05-25,8907430,Chung Ja,"  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ",ja
36889,3488436,37283291,2015-07-06,26981375,Olivier, Ruth et marc sont tr s chaleureux accueillants le quartier est tr s website hidden chambre est l image de la description cosy avec tous le comfort website hidden maison est tr s bien situ e entre l aeroport et le centre de Seattle avec un vue sur le m ont Rainier et le lake Washington Nous avons passer un tr s bon s jour gr ce au conseils de Ruth et marc ,fr
36894,3488436,45244391,2015-09-01,33199528,Ilkka, Ruth ja h nen miehens olivat eritt in mukavia Ennen matkaa he vastasivat kaikkiin meit askarruttaviin kysymyksiin ja tekiv t meid n saapumisesta mieluisaa Paikan p ll meit odotti herttainen pariskunta joka varmisti ett meid matka sujuisi ongelmitta ,fi
36897,3488436,47779206,2015-09-21,42007508,凯蒂,  Mark ,zh-cn
36901,3488436,53116096,2015-11-05,40127334,Yuxin, sorry to use Chinese to write the comment for easier to be understood by Chinese people Ruth Ruth Ruth pike street ,zh-cn
37016,202260,33220156,2015-05-26,423381,Lynne, Comfortable apt in a quiet location ,fr
37079,7095802,44150314,2015-08-24,38439773,Coraline," La chambre tait propre lumineuse et tr s agr able tout comme les parties communes , L acc s au centre ville est facile galement via des bus et rapide , Enfin l h te Kevin est tr s gentil disponible et accueillant Tr s bon Airbnb ",fr
37160,4025593,27192224,2015-02-27,25455546,Gaston, Tiffany y Derek son muy buenos y amables El cuarto y el apartamento son realmente acojedores y el barrio posiblemente uno de los mas bellos de Seattle ideal para descansar y estar a minutos del centro Muchas gracias por recibirnos Tiffany Derek ,es
37182,4025593,34939282,2015-06-14,28808333,Ami," Tiffany is very kind and the room is so comfortable I stayed at her house for a week It was easy to go to downtown from there All coffee shop and donuts shop that she gave me recommended was so nice So I enjoyed my trip in Seattle , 1 ",ja
37200,4025593,41601155,2015-08-08,34098252,Alicia, Nous avons t parfaitement bien accueillis par Tiffany qui a veill ce que notre bref s jour Seattle se d roule pour le mieux La chambre tout fait conforme la photographie est confortable On y trouve m me guide touristique plans et horaires des bus Encore merci Tiffany ,fr
37233,4025593,56342067,2015-12-12,15501665,Jianhua, Tiffany Tifanny guest guide Tiffany ,zh-cn
37323,7701014,50962155,2015-10-16,45462105,Naoki," 1 , Kaitlyn ,  , 2 ,  ,  , 3 ,  ,  , 4 ,  , ",ja
37422,706385,16970165,2014-08-05,12592317,Mila, Appartement tr s chaleureux et d cor avec beaucoup de go t Petit mot de bienvenue pos sur la table avec toutes les indications pratiques n cessaires pour le quartier ,fr
37684,856550,35355011,2015-06-17,482151,Nic, Accurate description,ro
37739,74328,589829,2011-10-02,460258,Mario," A estadia foi muito boa , O apartamento e amplo muito bem situado com garagem Wifi e todo equipado , Absolutamente 100 , Nao tive o prazer de conhecer Angela que estava viajando porem ela deixou tudo organizado , O apartamento e proximo de tudo e em linha reta com o Centro de Seattle , ",pt
37776,74328,48076533,2015-09-23,39080053,Mariana, La descripci n del anuncio si es tal cual el condo es c modo no es demasiado c ntrico pero si es c modo Limpio y en perfecto estado bonito lugar ,es
37795,3951768,40234909,2015-07-29,36561560,Jean-Luc, Cet appartement est tr s bien situ Il est 10 minutes du centre ville en voiture ,fr
37859,2197982,17067612,2014-08-06,9243047,Hannes," Ich habe f r zwei N chte in der Unterkunft von Laura und Hasan gewohnt und mich sehr wohlgef hlt Das Apartment war sehr sauber gem tlich und obwohl es nah an dem Highway 5 liegt sehr ruhig Erfreulich ist dass es eine Kaffeemaschine mit gen gend Kaffee und Milch gratis gibt ,  , Ich kann dieses Apartment nur weiterempfehlen ",de
38682,5364244,42408810,2015-08-13,36555022,Lori, Very convenient n well kept ,af
38693,5364244,57364608,2015-12-25,17076645,Tyler, Great place excellent communication ,fr
38714,7110655,52414455,2015-10-29,9496096,Alix, Super studio avec vue panoramique proximit de tout un ascenseur et Wifi Lauren adorable et tr s serviable Un s jour court mais extra ,fr
38749,938785,50872914,2015-10-15,34367632,Joe, Awesome ,af
38891,565703,12215127,2014-04-26,11569476,Grace, Run Run Grace,zh-cn
38909,565703,17814388,2014-08-18,10937564,Paz," Hemos estado hospedados en este garden apartamentos 24 d as y si pudi ramos repetir amos Somos espa oles y el motivo de nuestro viaje era visitar a nuestro hijo que trabaja en Seattle Algunos d as l se qued con nosotros y pudimos comprobar que el apartamento es perfecto para tres personas , Cuando entramos en la casa todo estaba preparado para recibirnos hab a flores del jard n en los jarrones m sica de fondo y una vela encendida , El anfitri n es un aut ntico profesional con mucho inter s por tu bienestar , ",es
38910,565703,18051191,2014-08-21,14429675,Christiane," Premi re exp rience avec AirBnB nous avons t enchant s , nous avons t accueilli tr s chaleureusement bien que nous ayons averti au dernier moment de l heure denotre arriv e , L appartement tr s cosy correspondait tout fait notre attente , La localisation dans un endroit calme a t tr s appr ciable apr s une journ e pass e visiter le centre ville , Merci pour tout Ron , Christiane France ",fr
39045,8934054,53661688,2015-11-10,44996577,Faith, Fgghjdxc,da
39097,4565370,31332962,2015-05-04,30195909,Jeremy, Tout simplement simple et tres genereux Merci Rachel et Jon,fr
39109,4565370,48111514,2015-09-23,41624164,Serge," B B agr able et bien plac rapidement au centre en bus et calme la nuit Rachel poss de de bonnes adresses et parle le fran ais En fonction de la saison quelques fruits et l gumes offerts ainsi que boissons chaudes Salle de bain commune au rez de style ann es 60 une maison pleine d authenticit , ",fr
39118,5969872,40798127,2015-08-02,38038242,Wei,  ,zh-cn
39207,4218733,37293610,2015-07-06,8682098,Xavier, Appartement propre et tout a fait adapt pour un s jour en famille 4 Quartier calme et agr able avec des facilit s pour se garer ,fr
39210,4218733,38980873,2015-07-20,22879176,Hugo, O espa o excelente e muito bem localizado Existem mercado farm cia e muitas lanchonetes e caf s bem perto da casa Transporte p blico tamb m de f cil acesso Henry deixa uma s rie de informa es para que voc possa se localizar e muitas dicas de lugares para comer A casa estava limpa e tinha at algumas cervejas na geladeira Foi uma tima estadia Recomendo muito ,pt
39356,4449303,36324369,2015-06-27,35880140,Tuukka," Steven oli loistava is nt Asunto oli todella siisti ja s nky oli eritt in mukava Asunnon sijainti oli k tev sill sielt oli helppo k vell mm Ballardin ja Freemontin alueille kuin my s bussipys keille ber kyyti Downtowniin maksoi n 12 ,  , Steven loi meille oman ovikoodin ja wifin ja antoi hyvi neuvoja siit mit kannattaa tehd Huippumesta ",fi
39434,1198884,19117157,2014-09-07,13901594,Elena, El apartamento es perfecto para poder disfrutar de seattle Muy limpio con todas las facilidades y a 10 minutos andando del centro a un precio razonable Adem s si vas en coche te deja una tarjeta para poder aparcar en la zona ,es
39439,1198884,20827824,2014-10-06,19838160,Wlisses, Sanjaya foi muito atencioso O apartamento estava limpo e bem arrumado As instru es por ele deixada foram claras e a proximidade com Downtown deixaram nossa estadia muito tranquila e agrad vel Apesar dessa proximidade o bairro extremamente tranquilo e silencioso Recomendo ,pt
39563,1738425,51048214,2015-10-17,44853153,Jorge, Excellent experience ,fr
39641,7763298,50193700,2015-10-10,42881644,Mac,  ,zh-cn
39649,7763298,56812018,2015-12-18,49521231,Chia Yun,  ,ko
39892,3998922,51617391,2015-10-22,42596433,Tobias, Gro es sch nes sauberes Zimmer Topgepflegtes eigenes Badezimmer mit Toilette Sehr nette Hostfamilie Lage ca 15 min mit ffentlichen Verkehrsmitteln in Downtown und in angenehmer Nachbarschaft Alles super ausgezeichnet Wir w rden wieder kommen ,de
39899,6400379,41375022,2015-08-07,18907445,Villy, Alex og hans hund tog venlig imod os selv om vi kom lidt sendt V relset var rent og p nt og vi havde 3 fantastiske dage i Seattle ,da
39934,3998984,21716880,2014-10-22,16573066,Caro, L appartement est bien situ La r sidence est s curis e L appartement est lumineux Peu de bruits provenant de l ext rieur Mise disposition de tout le n cessaire pour la cuisine ,fr
40006,5625964,41951675,2015-08-10,34323121,Hanna, Jill und John waren gro artige Gastgeber mein Freund und ich haben uns bei ihnen ganz wie zu Hause gef hlt Das Zimmer mit eigenem Bad war ruhig sauber und gem tlich genau das Richtige f r unseren Urlaubsaufenthalt in Seattle Wenn immer wir Fragen oder organisatorische Probleme hatten waren die beiden zur Stelle und haben sich Zeit genommen uns zu helfen Absolut empfehlenswert ,de
40138,7873208,44848760,2015-08-29,7836525,Jean," En arrivant la Crayola home j ai t directement accueilli par Leah g rante tr s sympathique de la maison Apr s un tour des lieux j ai pu retrouver ma chambre dont la description correspond fid lement la r alit , L ambiance dans la maison est agr able et la mixit culturelle donne lieu des changes tr s sympathiques C est propre confortable et tr s bien situ pour aller en centre ville ou UW , ",fr
40282,909102,38827506,2015-07-19,29743612,Jose Enrique, Es dif cil describir en pocas l neas todo lo bueno de esta estancia la casa es preciosa la habitaci n grande y muy c moda las vistas de la ciudad insuperables Pero lo mejor es Frank Estuvo muy pendiente de nosotros para asegurarse de que ten amos todo lo que necesit ramos pero tambi n para sugerirnos visitar lugares que no hubi ramos conocido de otra forma Te hace sentir realmente en casa Ha sido un placer alojarnos en su casa y lo recomendamos a cualquiera que pase por Seattle Si podemos repetiremos en el futuro sin duda gracias Frank ,es
40614,2489283,19519679,2014-09-14,14367966,Ana Beatriz," O per odo no apartamento foi absolutamente PERFEITO , Foi a primeira vez que minha mae estaria me acompanhando numa reserva feita pelo airbnb e minha preocupa o era que tudo desse certo N o poderia ter escolhido melhor , O lugar maravilhoso Adoramos a decora o e a maneira como tudo perfeitamente organizado na casa , Estavamos numa viagem longa e j era a 3a cidade que visit vamos e a sensa o era de que est vamos em casa de novo pelo clima do apartamento , A internet wi fi excelente os quartos super confort veis e a lareira na sala o diferencial , As amenidades oferecidas s o timas e o fato de ter 2 banheiros foi perfeito para n s que est vamos num grupo de 4 pessoas , Super recomendo o local ",pt
40743,2809796,49536613,2015-10-04,30679400,Yoshi,"  West Seattle Bridge 12 ,  ",ja
40805,2727808,57220418,2015-12-23,18018702,Eugene, Excellent and responsive ,fr
40924,5195064,28078364,2015-03-17,26974158,Emma,  ,zh-cn
40926,5195064,28496644,2015-03-24,27720453,Maree, Review done as we added a day in seperate booking,af
40935,5195064,32122772,2015-05-14,31117951,治, perfect ,ro
40944,5195064,36052500,2015-06-24,11712017,Chen Yu,  nice ,zh-cn
40948,5195064,37330090,2015-07-06,27731942,Lu,"  LUYAO ,  King Bed 33 ,  , ",zh-cn
40957,5195064,40227213,2015-07-29,9181558,Julie, La maison est bien situ e pour rejoindre le centre ville de Seattle et nous avons appr ci avoir acc s la cuisine et au lave linge La chambre est spacieuse et correspond bien aux photos Luyao et Tao ont t courtois et ont pu r pondre nos questions L accueil fut un peu compliqu puisque nous n avions pas pu lire le message de Luyao du jour m me nous indiquant qu ils seraient en retard ,fr
40963,5195064,43095891,2015-08-17,38744486,Thomas, Sehr sch nes gro es Zimmer ruhiges Haus und ordentliche Wohngegend Luyao hat uns sehr freundlich aufgenommen alles gezeigt und noch einen Essenstipp fur s Dinner gegeben Auto war gut zu parken Wir k nnen die Unterkunft sehr gut weiterempfehlen ,de
40967,5195064,45586347,2015-09-04,40553643,Soo,"  ,  ",ko
40970,5195064,46543645,2015-09-11,43055585,Zhu,  LUYAO nice ,zh-cn
40975,5195064,49481240,2015-10-04,30595905,Li,  ,zh-cn
40984,5195064,57453741,2015-12-26,49673972,Yu Ting,  ,zh-tw
41019,3345341,28070972,2015-03-17,14909428,Mariana, Pasamos unos d as hermosos en el apto de Amy Su asistente Michelle es muy amable y simp tica Gracias a su buena voluntad pudimos hacer el check in varias horas antes La llave la dejaron en el market que est al lado Y nos las entregaron muy amablemente La ubicaci n del departamento es excelente Es exactamente igual a la publicaci n muy c modo limpio todo funcionaba perfectamente solo tuvimos problemas con el wifi Totalmente recomendable ,es
41330,2614387,25309198,2015-01-12,23011848,Ye, sandy nice ,zh-cn
41364,2614387,35374750,2015-06-18,30572535,Suzanne, Sehr gepflegtes Ambiente detaillierte Beschreibung und Information auch ber die Umgebung PNV und Restaurants in der N he Freundlicher Empfang Routinierte Gastgeberin Eine sehr gute Alternative zu einer Unterkunft downtown Seattle das man in 15 Busminuten Gehweg 4 Min zur Bushalte perfekt erreicht ,de
41374,2614387,38626334,2015-07-17,36242405,Stephen, Excellent experience all round ,fr
41384,2614387,44402642,2015-08-26,25881701,Jennifer," Sandy a t une excellente h te elle nous a merveilleusement bien accueilli , La maison est exactement comme d crite sur les photos c est un endroit vraiment agr able propre et confortable , Et le quartier et tr s sympa avec de bon restaurants et c est tr s proche du centre de Seattle en voiture , ",fr
41680,5705161,45372805,2015-09-02,5462370,Coen, Het appartement is met de bus goed bereikbaar en het uitzicht is geweldig Prima kamer Wel even wennen omdat het een kamer is bij iemand anders in huis Verder alles prima ,nl
41685,5705161,46592501,2015-09-12,28488077,Geoffrey,  ,zh-cn
41688,5705161,47474673,2015-09-19,37780097,Michiko,"  ,  ,  ,  ",ja
41726,3882930,49701101,2015-10-05,29304092,Han, nice place,ro
42111,1525972,16769190,2014-08-02,14611463,Daniella, Toda estadia foi maravilhosa Excelente bairro,pt
42178,1351716,19881621,2014-09-20,19100912,Maung, accurate description,ro
42434,2413338,31421689,2015-05-05,25305494,Annette, Es war eine wunderbare Erfahrung in Maggies schickem und gem tlichen Floating Home zu wohnen Das Haus schwimmt und schaukelt leicht auf den Wellen wenn ein Boot vor ber f hrt Auf der Terasse am Wasser zu sitzen gibt einem das perfekte Urlaubsgef hl mitten in der Stadt Die Fotos werden von der Realit t bertroffen und Maggie ist eine vollendete immer freundliche Gastgeberin ,de
42629,4718921,26194595,2015-02-06,25730847,Guillaume, Appartement conforme aux photos Bien desservi par les bus de Seattle Attention d coration tr s originale ,fr
42648,63733,436758,2011-08-11,819609,Gabriele, Irmgard war eine sehr nette und hilfsbereite Gastgeberin Sie hatte sogar den Kuehlschrank fuer das erste Fruehstueck gefuellt Es lagen viele Buecher und Karten bereit Die Wohnung war sehr sauber und grosszuegig Alles bestens ,de
42839,4608208,40393779,2015-07-30,39312402,Astrid," Genom Sallies sm handskrivna lappar och nyintagna blommor k nde vi oss riktigt v lkomna Rummet var litet men mycket fr scht och nyst dat Jag och min dotter delade p s ngen och det gick fint Jag har stora behov av sova p en bra s ng och den fick helt ok Vi fick ta del av Sallies k k och fick eget badrum Vi hade ven tillg ng till Sallies tr dg rd och d r passade vi p att ta frukost h rligt Det tar 30 min med buss till centrala Seattle omr det Space needle , Vi promenerade till slussen f r att se slussning av b tar endast 5 minuters promenad Rekommenderas att ven promenera ut till fyren det gjorde inte vi men r s kerligen v rt en promenad Vi k nde oss oerh rt v lkomna denna plats rekommenderas verkligen Det r enkelt att vara g st hos Sallie hon r en hyresv rd v l v rd sitt uppdrag , Astrid och Hilde B rsum Sverige 2 n tter hos Sallie i juli 2015 , ",sv
43061,7037291,50112989,2015-10-09,41148522,Sandy, Nous sommes rest s une nuit chez Doug Le quartier est tr s sympa et proche des transports en commun pour rejoindre le centre de Seattle Doug est disponible et r pond toutes les questions rapidement La chambre est propre et Doug met disposition serviettes de toilette Le petit b mol est le manque d isolation de la fen tre qui laisse passer tous les bruits ext rieurs et le froid ,fr
43098,6782993,54681693,2015-11-22,37953397,Patricia, Just amazing Logan hat uns sehr herzlich begr sst wir f hlten uns sofort sehr wohl Gem tliches sauberes Zimmer Logan stand f r Fragen jederzeit zur Verf gung und gab uns Sightseeing Tipps W rden es jedem empfehlen und auch selbst wieder dort bernachten ,de
43110,4559222,40721724,2015-08-02,9436557,Fiona," Joan und Markos haben uns am Abend unserer Anreise in Empfang genommen und wir haben uns sofort wohl gef hlt Das Haus ist wundersch n gelegen und auch die Beschreibung hat gepasst Das Zimmer ist super gem tlich und der Garten welchen man inklusive Gem se und Sitzplatz mit Aussicht auf den Lake Washington nutzen kann ist einfach toll Mit dem Bus kommt man direkt in die Stadt und auch in der n heren Umgebung gibt es viele sehenswerte Attraktionen wie der Kubota Garden oder der Seward Park Wir k nnen einen Aufenthalt bei Joan und Markos w rmstens empfehlen und werden jederzeit gerne wieder vorbei schauen , ",de
43242,6316934,48868443,2015-09-29,35814689,Dirk," Wir hatten das Appartment im September f r unseren Seattle Aufenthalt gebucht und waren vollends zufrieden , Die Ausstattung der Wohnung ist hervorragend und bietet wirklich alles was man ben tigt um auch mal selber zu kochen ,  , Das Appartment ist richtig gem tlich und eine tolle Abwechslung nach den vielen Motels und Hotels die man auf einem USA Rundtrip so bewohnt Hier kann man sich wohl f hlen und auch mal zur Ruhe kommen ,  , Die Lage der Wohnung ist auch super Man kann zwar nicht wirklich irgend etwas von dort aus erlaufen aber die gegend ist sch n und sowohl am Wochenende als auch unter der Woche verkehrsm ig echt entspannt Wir sind von dort aus mi t dem Auto immer schnell da hin gekommen wo wir hin wollten Der kostenlose Parkplatz hinterm Haus ist nat rlich auch goldwert Bushaltestelle ist tats chlich direkt vor der T r haben wir aber nicht genutzt Leihfahrr der sind auch in der Stra e hat sich f r uns aber nicht ergeben und um dort hin zu laufen ist es evtl auch ein wenig zu weit ,  , Wir w rden die Wohnung auf jeden Fall wieder buchen beim n chsten Besuch der Stadt ",de
43421,670021,34316400,2015-06-07,32176928,Termet, Tr s sympathique et plaisant endroit ,fr
43519,2642359,54337592,2015-11-18,46044478,Reiko,"  ,  ",ja
43575,5487934,32464116,2015-05-18,26428519,Fabian, Gem tliches Zimmer mit eigenem Bad in einer gro en Wohnung mit Balkon Alles bestens Louise war eine nette Gastgeberin Gerne Wieder ,de
43641,2746782,16403821,2014-07-27,15326198,Aurelie And Julien, Nous avons ete tres bien recus La chambre est tres bien situe et tres facilement accessible du centre et du space needle par deux bus directs Nous recommandons vivement cet endroit MERCI ,fr
43741,762029,3444133,2013-01-30,4739046,Florent," Nous avons t tr s bien accueilli par nos h tes Seattle se situe seulement 10 minutes en bus et l arr t de bus est vraiment devant la maison Tout tait propre et calme Les lits taient confortable Id al pour passer 3 jours a Seattle Le gypsy wagon est petit mais suffisant pour 2 personnes et pour un petit s jour , Merci beaucoup nos h tes qui nous ont bien accueilli Nous reviendrons si nous sommes de passage Seattle ",fr
43773,762029,6386565,2013-08-11,4807650,Antonia + Mike, Jean Marcs Gypsy Wagon hat allen besonders den Kindern viel Spass gemacht Obwohl der Wagen sehr klein ist macht Jean Marc alles um es angenehm zu gestalten Man teilt sich ein Badezimmer mit den Mietern einer kleinen H tte die er auch selber gemacht hat Jean Marc ist sehr gastfreundlich Ein origineller Fund ,de
43835,762029,16078616,2014-07-22,14426300,Junjie, good environment nice price ,fr
43891,762029,38617296,2015-07-17,35336200,Constanza, Jean Marc es muy amable y el lugar perfecto y c modo Caminas un poco y tomas el bus para ir a la ciudad llegas en 10 minutos Totalmente recomendado ,es
44205,746380,7095071,2013-09-06,7015371,Annie, Je n ai pas eu la chance de voir beaucoup David mais l appartement est vraiment vraiment beau et confortable Mieux que sur les photos Par contre si vous voyagez par transport en commun sachez que ce n est pas tout pr s du centre ville Il faut se coordonner avec les horaires ce qui m a sembl contraignant ,fr
44381,1214306,24609367,2014-12-31,12498970,Katharina, Sch ne Airbnb Wohnung Sauber gute Lage und super s e Katzen Durch das Code System sehr einfach ins Haus zu kommen ohne sich ber den Schl ssel Gedanken zu machen Thank you Summer ,de
44406,1214306,46367120,2015-09-10,5716482,Genevieve," Nous n avons pas rencontr Summer et son conjoint mais ils demeurent dans une magnifique maison avec leurs trois chats La chambre est spacieuse le lit est extr mement confortable et la localisation de la r sidence est super Durant nos cinq jours l bas nous avons tout fait pied pratiquement puis revenions le soir les c tes de Seattle en autobus ,  , Nous recommandons sans h siter cette chambre et cette ville magnifique ",fr
44437,3563218,39016273,2015-07-20,33904392,Sylvio, James mais que um anfitri o foi um amigo Senti me como em casa com ampla liberdade James uma pessoa maravilhosa um excelente car ter Sua casa bastante comoda o bairro tranquilo com supermercado lanchonetes shopping center e nibus para o centro ,pt
44629,619366,35377740,2015-06-18,21822971,Zhang,  ,zh-cn
44643,619366,41922064,2015-08-10,17888964,Laurent, Logement parfait veritable cocon de s r nit et de calme absolu aux portes de Seattle Logement bien agenc et fait avec gout Petits mots d accueil et explicatifs sur les protocoles du logement terrasse tres agreable et vue parfaite La rose en arrivant est un joli bienvenue Si nous devons revenir Seattle nous y retournerons ,fr
44768,815017,31998841,2015-05-12,32273889,Amy,  mia ,zh-cn
44771,815017,32303927,2015-05-16,17641932,Nate, See 1st Review,af
44828,4581256,34709879,2015-06-11,31766842,Huguette, Je n ai jamais vu mon h te Je ne connais pas Jennifer Pan Ce devait tre Simon mais c est Isaac qui m a accueillie et je ne l ai plus jamais revu Logement propre et bien d crit Je n ai vu presque personne part un couple Mais comme c est loin du centre j ai annul le reste de mon s jour J attends toujours le remboursement ,fr
44832,4581256,38750385,2015-07-18,32582515,Reza," Anything was perfect If you want to find a really clean nice and safe place it s the best one ,  , And Jennifer s family was very very much friendly ,  ,  ,  ,  ,  ",fa
44839,4581256,42311544,2015-08-12,26277615,Yinghong, Jennifer ,zh-cn
44842,4581256,44074525,2015-08-23,41972770,Yan,  ,zh-cn
44845,4581256,53030938,2015-11-03,47366774,辉, jennifer 36 ,zh-cn
